Customer_ID,Age,Gender,Income_Level,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Social_Media_Influence,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent
22-106-8347,48,Male,High,Makassar,Toys & Games,5183975,2,Mixed,4,4,Medium,TRUE,FALSE,Need-based
81-479-0790,19,Male,High,Makassar,Food & Beverages,5675480,12,In-Store,5,2,Medium,FALSE,TRUE,Wants-based
03-023-9932,37,Female,High,Makassar,Groceries,7467590,8,Mixed,3,5,Medium,TRUE,TRUE,Wants-based
36-632-2460,23,Female,High,Bandung,Gardening & Outdoors,2037940,8,In-Store,3,5,None,TRUE,FALSE,Impulsive
32-799-7704,34,Female,High,Papua,Health Care,6244330,11,In-Store,1,1,High,FALSE,FALSE,Planned
09-369-0588,42,Male,High,Jakarta,Gardening & Outdoors,5164290,6,Online,2,2,Medium,TRUE,TRUE,Need-based
87-727-6434,28,Female,High,Jakarta,Arts & Crafts,1135065,8,Online,5,2,Low,TRUE,TRUE,Wants-based
18-793-9543,28,Male,High,Makassar,Furniture,6982285,11,Online,5,4,None,TRUE,TRUE,Impulsive
63-625-5757,33,Male,Middle,Jakarta,Food & Beverages,2723970,5,Online,5,2,Medium,FALSE,TRUE,Wants-based
93-413-4758,31,Female,Middle,Papua,Hotels,2830300,4,Online,3,5,Low,FALSE,FALSE,Wants-based
15-663-7994,20,Female,Middle,Surabaya,Jewelry & Accessories,7715900,2,In-Store,1,3,High,TRUE,TRUE,Wants-based
29-319-4519,32,Male,High,Makassar,Food & Beverages,2653135,4,In-Store,4,5,High,FALSE,TRUE,Wants-based
40-347-2903,27,Female,Middle,Papua,Jewelry & Accessories,6600210,3,In-Store,5,1,Low,TRUE,TRUE,Planned
18-452-1635,19,Female,Middle,Bandung,Sports & Outdoors,3263990,10,Online,5,4,Low,TRUE,TRUE,Planned
47-710-5471,50,Male,Middle,Medan,Beauty & Personal Care,3094420,11,In-Store,5,5,High,FALSE,TRUE,Wants-based
88-167-7129,40,Male,High,Jakarta,Packages),2514410,10,Online,3,4,High,TRUE,TRUE,Wants-based
86-771-9082,20,Male,High,Makassar,Sports & Outdoors,6227125,8,Online,3,3,None,FALSE,FALSE,Need-based
46-678-4172,24,Female,Middle,Medan,Luxury Goods,5671140,12,Mixed,2,3,Medium,TRUE,TRUE,Impulsive
14-249-1256,46,Male,Middle,Papua,Beauty & Personal Care,903495,6,Mixed,1,1,Medium,FALSE,TRUE,Wants-based
75-617-1460,50,Male,High,Papua,Health Supplements,1036330,3,Mixed,3,1,Medium,TRUE,TRUE,Wants-based
10-247-0192,29,Female,High,Jakarta,Groceries,4329770,5,Online,3,4,Medium,FALSE,TRUE,Impulsive
94-120-9525,34,Female,High,Medan,Electronics,5556750,3,Online,2,1,Medium,FALSE,TRUE,Impulsive
22-234-9315,44,Female,High,Bandung,Jewelry & Accessories,5594260,7,Online,2,2,None,FALSE,FALSE,Wants-based
37-560-7247,38,Male,Middle,Medan,Groceries,5802580,4,Online,4,2,None,FALSE,TRUE,Planned
91-857-0797,22,Female,High,Bandung,Baby Products,6748235,11,Online,4,4,Low,TRUE,TRUE,Planned
19-344-0102,44,Male,High,Bandung,Home Appliances,7119150,9,Mixed,5,1,None,FALSE,FALSE,Wants-based
48-609-7715,43,Female,High,Bandung,Jewelry & Accessories,6616795,2,Mixed,1,2,High,TRUE,TRUE,Wants-based
13-571-6506,25,Male,Middle,Bandung,Animal Feed,5663235,8,Online,3,2,Low,TRUE,FALSE,Wants-based
47-073-6440,21,Female,Middle,Medan,Mobile Accessories,7552375,4,Online,5,3,High,FALSE,FALSE,Wants-based
50-303-1693,29,Female,Middle,Bandung,Baby Products,2901910,10,Mixed,3,4,Medium,FALSE,TRUE,Need-based
69-157-9577,41,Male,High,Makassar,Toys & Games,6150710,7,Online,2,3,None,TRUE,FALSE,Need-based
09-513-4923,38,Female,High,Medan,Travel & Leisure (Flights,3824470,10,Mixed,5,1,Medium,FALSE,TRUE,Planned
82-975-8569,26,Male,High,Jakarta,Luxury Goods,1995470,12,In-Store,3,3,Medium,FALSE,FALSE,Impulsive
70-774-7728,41,Female,Middle,Surabaya,Toys & Games,5264265,2,Mixed,4,3,Medium,TRUE,FALSE,Impulsive
13-015-8097,46,Female,High,Papua,Sports & Outdoors,3465490,11,Mixed,1,1,High,FALSE,FALSE,Planned
68-391-7279,39,Male,High,Medan,Gardening & Outdoors,6927260,5,Mixed,4,3,Medium,TRUE,TRUE,Wants-based
